Name,Conf,Campaign,ObtainType,ObtainTypeCN,LastChance,MasterSkin,PetSkin,PetSkin2,CostStarPoints,CostGems,CostCoins,TID,ShopTID,Features,CommunityCredit,MaterialsFile,BlueTexture,RedTexture,BlueSpecular,RedSpecular,OutlineShader
LuchadorSilver,LuchadorSilver,SILVER,5,,,,,,,,10000,TID_TRUE_SILVER_EL_PRIMO_SKIN,TID_TRUE_SILVER_EL_PRIMO_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,primo_silver_tex.pvr,primo_silver_tex.pvr,primo_silver_tex.pvr,primo_silver_tex.pvr,
BeeSniperMonster,BeeSniperMonster,,5,,,,BeeSniperSlowPotDefault,,,149,,TID_MEGA_BEETLE_BEA_SKIN,TID_MEGA_BEETLE_BEA_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX,VOICE",,,bea_bug_tex.pvr,bea_bug_tex.pvr,bea_bug_tex.pvr,bea_bug_tex.pvr,
DrillerMonster,DrillerMonster,,5,,,,,,,149,,TID_ULTRA_DRILLER_JACKY_SKIN,TID_ULTRA_DRILLER_JACKY_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX,VOICE",,,jacky_driller_tex.pvr,jacky_driller_tex.pvr,jacky_driller_tex.pvr,jacky_driller_tex.pvr,
ClusterBombMonster,ClusterBombMonster,,5,,,,ClusterBombPetMonster,,,79,,TID_KING_CRAB_TICK_SKIN,TID_KING_CRAB_TICK_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,tick_crab_tex.pvr,tick_crab_tex.pvr,tick_crab_tex.pvr,tick_crab_tex.pvr,
BossKaijuDefault,BossKaijuDefault,,5,,,,,,,,,,,,,,kaiju_boss_tex.pvr,kaiju_boss_tex.pvr,kaiju_boss_tex.pvr,kaiju_boss_tex.pvr,
BeeSniperMonsterAddonBee,BeeSniperMonsterAddonBee,,5,,,,,,,,,,,,,,bea_bug_tex.pvr,bea_bug_tex.pvr,bea_bug_tex.pvr,bea_bug_tex.pvr,
SafeBank,SafeBank,,5,,,,,,,,,,,,,,,,,,
ControllerRetro,ControllerRetro,,5,,,,,,,29,,TID_RETRO_NANI_SKIN,TID_RETRO_NANI_SKIN_SHOP,"MODEL,TEXTURE",,,nani_retro_tex.pvr,nani_retro_tex.pvr,nani_retro_tex.pvr,nani_retro_tex.pvr,
ShotgunGirlGold,ShotgunGirlGold,GOLD,5,,,,,,,,25000,TID_TRUE_GOLD_SHELLY_SKIN,TID_TRUE_GOLD_SHELLY_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,shelly_gold_tex.pvr,shelly_gold_tex.pvr,shelly_gold_tex.pvr,shelly_gold_tex.pvr,
ShotgunGirlSilver,ShotgunGirlSilver,SILVER,5,,,,,,,,10000,TID_TRUE_SILVER_SHELLY_SKIN,TID_TRUE_SILVER_SHELLY_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,shelly_silver_tex.pvr,shelly_silver_tex.pvr,shelly_silver_tex.pvr,shelly_silver_tex.pvr,
SniperGold,SniperGold,GOLD,5,,,,,,,,25000,TID_TRUE_GOLD_PIPER_SKIN,TID_TRUE_GOLD_PIPER_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,piper_gold_tex.pvr,piper_gold_tex.pvr,piper_gold_tex.pvr,piper_gold_tex.pvr,
SniperSilver,SniperSilver,SILVER,5,,,,,,,,10000,TID_TRUE_SILVER_PIPER_SKIN,TID_TRUE_SILVER_PIPER_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,piper_silver_tex.pvr,piper_silver_tex.pvr,piper_silver_tex.pvr,piper_silver_tex.pvr,
NinjaGold,NinjaGold,GOLD,5,,,,,,,,25000,TID_TRUE_GOLD_LEON_SKIN,TID_TRUE_GOLD_LEON_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,leon_gold_tex.pvr,leon_gold_tex.pvr,leon_gold_tex.pvr,leon_gold_tex.pvr,
NinjaSilver,NinjaSilver,SILVER,5,,,,,,,,10000,TID_TRUE_SILVER_LEON_SKIN,TID_TRUE_SILVER_LEON_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,leon_silver_tex.pvr,leon_silver_tex.pvr,leon_silver_tex.pvr,leon_silver_tex.pvr,
RocketGirlRanger,RocketGirlRanger,BRAWLPASS,5,3,,,,,,79,,TID_SUPER_RANGER_BROCK_SKIN,TID_SUPER_RANGER_BROCK_SKIN_SHOP,"MODEL,TEXTURE",,,brock_ranger_tex.pvr,brock_ranger_tex.pvr,brock_ranger_tex.pvr,brock_ranger_tex.pvr,
SpeedyTracksuit,SpeedyTracksuit,,5,,,,,,,79,,TID_STREETWEAR_MAX_SKIN,TID_STREETWEAR_MAX_SKIN_SHOP,"MODEL,TEXTURE",,,max_tracksuit_tex.pvr,max_tracksuit_tex.pvr,max_tracksuit_tex.pvr,max_tracksuit_tex.pvr,
PowerLevelerKnight,PowerLevelerKnight,BRAWLPASS,5,3,,,,,,149,,TID_MECHA_PALADIN_SURGE_SKIN,TID_MECHA_PALADIN_SURGE_SKIN_SHOP,"MODEL,TEXTURE",,,surge_knight_tex.pvr,surge_knight_tex.pvr,surge_knight_tex.pvr,surge_knight_tex.pvr,
ClusterBombPetMonster,ClusterBombPetMonster,,5,,,,,,,,,,,,,,tick_crab_tex.pvr,tick_crab_tex.pvr,tick_crab_tex.pvr,tick_crab_tex.pvr,
ControllerRetroAddon,ControllerRetroAddon,,5,,,,,,,,,,,,,,nani_retro_tex.pvr,nani_retro_tex.pvr,nani_retro_tex.pvr,nani_retro_tex.pvr,
PercenterDefault,PercenterDefault,,5,,,,MechanicTurretTanuki,,,,,,,,,,colette_tex.pvr,colette_tex.pvr,colette_tex.pvr,colette_tex.pvr,
FireDudeDefault,FireDudeDefault,,5,,,,,,,,,,,,,,amber_tex.pvr,amber_tex.pvr,amber_tex.pvr,amber_tex.pvr,
CactusMask,CactusMask,,5,,,,,,,29,,TID_MASK_SPIKE_SKIN,TID_MASK_SPIKE_SKIN_SHOP,"MODEL,TEXTURE",,,,,,,
MummyGiftShop,MummyGiftShop,,5,,,,,,,149,,TID_SUPER_FAN_EMZ_SKIN,TID_SUPER_FAN_EMZ_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,emz_giftshop_tex.pvr,emz_giftshop_tex.pvr,emz_giftshop_tex.pvr,emz_giftshop_tex.pvr,
SandstormGiftShop,SandstormGiftShop,,5,,,,,,,79,,TID_SUGAR_RUSH_SANDY_SKIN,TID_SUGAR_RUSH_SANDY_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,sandy_sugar_addict_tex.pvr,sandy_sugar_addict_tex.pvr,sandy_sugar_addict_tex.pvr,sandy_sugar_addict_tex.pvr,
WallyMoon,WallyMoon,,5,,,,,,,149,,TID_LUNAR_SPROUT_SKIN,TID_LUNAR_SPROUT_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,sprout_moon_tex.pvr,sprout_moon_tex.pvr,sprout_moon_tex.pvr,sprout_moon_tex.pvr,
PercenterTrixie,PercenterTrixie,BRAWLPASS,5,3,,,MechanicTurretTanuki,,,149,,TID_TRIXIE_COLETTE_SKIN,TID_TRIXIE_COLETTE_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,colette_trixie_tex.pvr,colette_trixie_tex.pvr,colette_trixie_tex.pvr,colette_trixie_tex.pvr,
LuchadorAtomic,LuchadorAtomic,,5,,,,,,10000,,,TID_EL_ATOMICO_SKIN,TID_EL_ATOMICO_SKIN_SHOP,"MODEL,TEXTURE,VFX",,,primo_atomico_tex.pvr,primo_atomico_tex.pvr,primo_atomico_tex.pvr,"primo_atomico_tex.pvr+hue(masks/primo/primo_atomico_msk.png,339.070007)",
PocoStarr,PocoStarr,BRAWLPASS,5,3,,,,,,79,,TID_POCO_STARR_SKIN,TID_POCO_STARR_SKIN_SHOP,"MODEL,VFX",,,poco_starr_tex.pvr,poco_starr_tex.pvr,poco_starr_tex.pvr,poco_starr_tex.pvr,
RosaRosaBrawloween,RosaRosaBrawloween,BRAWLOWEEN,5,4,,,,,,79,,TID_BRAWLOWEEN_ROSA_SKIN,TID_BRAWLOWEEN_ROSA_SKIN_SHOP,"MODEL,TEXTURE,VFX",,,,,,,
BowDudeDemonic,BowDudeDemonic,SC_MAKE,5,,,,BowDudeTotemDefault,,,149,,TID_UNDERWORLD_BO_SKIN,TID_UNDERWORLD_BO_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",Beats,,bo_demonic_tex.pvr,bo_demonic_tex.pvr,bo_demonic_tex.pvr,bo_demonic_tex.pvr,
GunslingerPlayer,GunslingerPlayer,WF_2020,5,3,,,,,,149,,TID_CHALLENGER_COLT_SKIN,TID_CHALLENGER_COLT_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,colt_player_tex.pvr,colt_player_tex.pvr,colt_player_tex.pvr,colt_player_tex.pvr,
BullDudeGold,BullDudeGold,GOLD,5,,,,,,,,25000,TID_TRUE_GOLD_BULL_SKIN,TID_TRUE_GOLD_BULL_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,bull_gold_tex.pvr,bull_gold_tex.pvr,bull_gold_tex.pvr,bull_gold_tex.pvr,
BullDudeSilver,BullDudeSilver,SILVER,5,,,,,,,,10000,TID_TRUE_SILVER_BULL_SKIN,TID_TRUE_SILVER_BULL_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,bull_silver_tex.pvr,bull_silver_tex.pvr,bull_silver_tex.pvr,bull_silver_tex.pvr,
BarkeepTrueGold,BarkeepTrueGold,GOLD,5,,,,,,,,25000,TID_TRUE_GOLD_BARLEY_SKIN,TID_TRUE_GOLD_BARLEY_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,barley_gold_tex.pvr,barley_gold_tex.pvr,barley_gold_tex.pvr,barley_gold_tex.pvr,
BarkeepTrueSilver,BarkeepTrueSilver,SILVER,5,,,,,,,,10000,TID_TRUE_SILVER_BARLEY_SKIN,TID_TRUE_SILVER_BARLEY_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,barley_silver_tex.pvr,barley_silver_tex.pvr,barley_silver_tex.pvr,barley_silver_tex.pvr,
BaseballZombibi,BaseballZombibi,SC_MAKE,5,,,,,,,79,,TID_ZOMBIBI_SKIN,TID_ZOMBIBI_SKIN_SHOP,"MODEL,TEXTURE,VFX",Kent2D,,bibi_zombibi_tex.pvr,bibi_zombibi_tex.pvr,bibi_zombibi_tex.pvr,bibi_zombibi_tex.pvr,
TrickshotDudeTrueGold,TrickshotDudeTrueGold,GOLD,5,,,,,,,,25000,TID_TRUE_GOLD_RICO_SKIN,TID_TRUE_GOLD_RICO_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,rico_truegold_tex.pvr,rico_truegold_tex.pvr,rico_truegold_tex.pvr,rico_truegold_tex.pvr,
TrickshotDudeSilver,TrickshotDudeSilver,SILVER,5,,,,,,,,10000,TID_TRUE_SILVER_RICO_SKIN,TID_TRUE_SILVER_RICO_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,rico_silver_tex.pvr,rico_silver_tex.pvr,rico_silver_tex.pvr,rico_silver_tex.pvr,
HammerDudeGold,HammerDudeGold,GOLD,5,,,,,,,,25000,TID_TRUE_GOLD_FRANK_SKIN,TID_TRUE_GOLD_FRANK_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,frank_gold_tex.pvr,frank_gold_tex.pvr,frank_gold_tex.pvr,frank_gold_tex.pvr,
HammerDudeSilver,HammerDudeSilver,SILVER,5,,,,,,,,10000,TID_TRUE_SILVER_FRANK_SKIN,TID_TRUE_SILVER_FRANK_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,frank_silver_tex.pvr,frank_silver_tex.pvr,frank_silver_tex.pvr,frank_silver_tex.pvr,
UndertakerHatGold,UndertakerHatGold,GOLD,5,,,,,,,,25000,TID_TRUE_GOLD_MORTIS_SKIN,TID_TRUE_GOLD_MORTIS_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,mortis_gold_tex.pvr,mortis_gold_tex.pvr,mortis_gold_tex.pvr,mortis_gold_tex.pvr,
UndertakerGold,UndertakerGold,GOLD,5,6,,UndertakerHatGold,,,,,,TID_TRUE_GOLD_MORTIS_SKIN,TID_TRUE_GOLD_MORTIS_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,mortis_gold_tex.pvr,mortis_gold_tex.pvr,mortis_gold_tex.pvr,mortis_gold_tex.pvr,
UndertakerHatSilver,UndertakerHatSilver,SILVER,5,,,,,,,,10000,TID_TRUE_SILVER_MORTIS_SKIN,TID_TRUE_SILVER_MORTIS_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,mortis_silver_tex.pvr,mortis_silver_tex.pvr,mortis_silver_tex.pvr,mortis_silver_tex.pvr,
UndertakerSilver,UndertakerSilver,SILVER,5,6,,UndertakerHatSilver,,,,,,TID_TRUE_SILVER_MORTIS_SKIN,TID_TRUE_SILVER_MORTIS_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,mortis_silver_tex.pvr,mortis_silver_tex.pvr,mortis_silver_tex.pvr,mortis_silver_tex.pvr,
IceDudeDefault,IceDudeDefault,,5,,,,,,,,,,,,,,lou_tex.pvr,lou_tex.pvr,lou_tex.pvr,lou_tex.pvr,
SpeedyLine,SpeedyLine,LINE,6,,,,,,,149,,TID_CONY_MAX_SKIN,TID_CONY_MAX_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,max_cony_tex.pvr,max_cony_tex.pvr,max_cony_tex.pvr,max_cony_tex.pvr,
ControllerLine,ControllerLine,LINE,5,,,,,,,149,,TID_SALLY_NANI_SKIN,TID_SALLY_NANI_SHOP,"MODEL,TEXTURE,ANIM,VFX,TURRET",,,nani_line_friends_tex.pvr,nani_line_friends_tex.pvr,nani_line_friends_tex.pvr,nani_line_friends_tex.pvr,
SniperLine,SniperLine,LINE,6,,,SniperPink,,,,79,,TID_CHOCO_PIPER_SKIN,TID_CHOCO_PIPER_SHOP,"MODEL,TEXTURE,ANIM",,,piper_line_friends_tex.pvr,piper_line_friends_tex.pvr,piper_line_friends_tex.pvr,piper_line_friends_tex.pvr,
ControllerLineAddon,ControllerLineAddon,,5,,,,,,,,,,,,,,nani_line_friends_tex.pvr,nani_line_friends_tex.pvr,nani_line_friends_tex.pvr,nani_line_friends_tex.pvr,
TntDudeSnowtel,TntDudeSnowtel,BRAWLPASS,5,3,,,,,,79,,TID_BELLHOP_MIKE_SKIN,TID_BELLHOP_MIKE_SHOP,"MODEL,TEXTURE,VFX",,,dynamike_groom_tex.pvr,dynamike_groom_tex.pvr,dynamike_groom_tex.pvr,dynamike_groom_tex.pvr,
IceDudeKing,IceDudeKing,BRAWLPASS,5,3,,,,,,149,,TID_KING_LOU_SKIN,TID_KING_LOU_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,lou_king_tex.pvr,lou_king_tex.pvr,lou_king_tex.pvr,lou_king_tex.pvr,
SafeRed,SafeRed,,5,,,,,,,,,,,,,,,,,,
SnakeOilDefault,SnakeOilDefault,,5,,,,,,,,,,,,,,byron_tex.pvr,byron_tex.pvr,byron_tex.pvr,byron_tex.pvr,
EnragerDefault,EnragerDefault,,5,,,,,,,,,,,,,,edgar_tex.pvr,edgar_tex.pvr,edgar_tex.pvr,edgar_tex.pvr,
BlowerNutcracker,BlowerNutcracker,SC_MAKE,5,,,,,,,149,,TID_GALE_NUTCRACKER,TID_GALE_NUTCRACKER_SHOP,"MODEL,TEXTURE,ANIM,VFX",Eric_Imperial,,gale_nutcracker_tex.pvr,gale_nutcracker_tex.pvr,gale_nutcracker_tex.pvr,gale_nutcracker_tex.pvr,
RocketGirlOg,RocketGirlOg,ANNIVERSARY2020,5,3,,,,,,79,,TID_OLD_SCHOOL_BROCK,TID_OLD_SCHOOL_BROCK_SHOP,"MODEL,TEXTURE",,,brock_redux_tex.pvr,brock_redux_tex.pvr,brock_redux_tex.pvr,brock_redux_tex.pvr,
ClusterBombDudeSnowman,ClusterBombDudeSnowman,BRAWLIDAYS,5,3,,,ClusterBombPetSnowman,,,79,,TID_SNOWMAN_TICK,TID_SNOWMAN_TICK_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,tick_snowman_tex.pvr,tick_snowman_tex.pvr,tick_snowman_tex.pvr,tick_snowman_tex.pvr,
HammerDudeXmas,HammerDudeXmas,BRAWLIDAYS,5,3,,,,,,149,,TID_HOLIDAY_PARTY_FRANK,TID_HOLIDAY_PARTY_FRANK_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,frank_xmasparty_tex.pvr,frank_xmasparty_tex.pvr,frank_xmasparty_tex.pvr,frank_xmasparty_tex.pvr,
BowDudeWarrior,BowDudeWarrior,,5,3,,,BowDudeTotemDefault,,,29,,TID_WARRIOR_BO_SKIN,TID_WARRIOR_BO_SKIN_SHOP,"MODEL,TEXTURE",,,bo_warrior_tex.pvr,bo_warrior_tex.pvr,bo_warrior_tex.pvr,bo_warrior_tex.pvr,
ClusterBombDudeGold,ClusterBombDudeGold,GOLD,5,,,,ClusterBombPetGold,,,,25000,TID_TRUE_GOLD_TICK_SKIN,TID_TRUE_GOLD_TICK_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,tick_gold_tex.pvr,tick_gold_tex.pvr,tick_gold_tex.pvr,tick_gold_tex.pvr,
ClusterBombDudeSilver,ClusterBombDudeSilver,SILVER,5,,,,ClusterBombPetSilver,,,,10000,TID_TRUE_SILVER_TICK_SKIN,TID_TRUE_SILVER_TICK_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,tick_silver_tex.pvr,tick_silver_tex.pvr,tick_silver_tex.pvr,tick_silver_tex.pvr,
CrowGold,CrowGold,GOLD,5,,,,,,,,25000,TID_TRUE_GOLD_CROW_SKIN,TID_TRUE_GOLD_CROW_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,crow_gold_tex.pvr,crow_gold_tex.pvr,crow_gold_tex.pvr,crow_gold_tex.pvr,
CrowSilver,CrowSilver,SILVER,5,,,,,,,,10000,TID_TRUE_SILVER_CROW_SKIN,TID_TRUE_SILVER_CROW_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,crow_silver_tex.pvr,crow_silver_tex.pvr,crow_silver_tex.pvr,crow_silver_tex.pvr,
BarrelBotGold,BarrelBotGold,GOLD,5,,,,,,,,25000,TID_TRUE_GOLD_DARRYL_SKIN,TID_TRUE_GOLD_DARRYL_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,darryl_gold_tex.pvr,darryl_gold_tex.pvr,darryl_gold_tex.pvr,darryl_gold_tex.pvr,
BarrelBotSilver,BarrelBotSilver,SILVER,5,,,,,,,,10000,TID_TRUE_SILVER_DARRYL_SKIN,TID_TRUE_SILVER_DARRYL_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,darryl_silver_tex.pvr,darryl_silver_tex.pvr,darryl_silver_tex.pvr,darryl_silver_tex.pvr,
ClusterBombPetSnowman,ClusterBombPetSnowman,,5,,,,,,,,,,,,,,tick_snowman_tex.pvr,tick_snowman_tex.pvr,tick_snowman_tex.pvr,tick_snowman_tex.pvr,
MechanicGold,MechanicGold,GOLD,5,,,,MechanicGoldTurret,,,,25000,TID_TRUE_GOLD_JESSIE_SKIN,TID_TRUE_GOLD_JESSIE_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,jessie_gold_tex.pvr,jessie_gold_tex.pvr,jessie_gold_tex.pvr,jessie_gold_tex.pvr,
MechanicSilver,MechanicSilver,SILVER,5,,,,MechanicSilverTurret,,,,10000,TID_TRUE_SILVER_JESSIE_SKIN,TID_TRUE_SILVER_JESSIE_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,jessie_silver_tex.pvr,jessie_silver_tex.pvr,jessie_silver_tex.pvr,jessie_silver_tex.pvr,
MechanicGoldTurret,TurretDefault,,5,,,,,,,,,,,,,gold_materials.scw,dogturret_gold_tex.pvr,dogturret_gold_tex.pvr,dogturret_gold_tex.pvr,dogturret_gold_tex.pvr,
MechanicSilverTurret,TurretDefault,,5,,,,,,,,,,,,,silver_materials.scw,dogturret_silver_tex.pvr,dogturret_silver_tex.pvr,dogturret_silver_tex.pvr,dogturret_silver_tex.pvr,
ClusterBombPetGold,ClusterBombPetDefault,,5,,,,,,,,,,,,,gold_materials.scw,tick_gold_tex.pvr,tick_gold_tex.pvr,tick_gold_tex.pvr,tick_gold_tex.pvr,
ClusterBombPetSilver,ClusterBombPetDefault,,5,,,,,,,,,,,,,silver_materials.scw,tick_silver_tex.pvr,tick_silver_tex.pvr,tick_silver_tex.pvr,tick_silver_tex.pvr,
BlackHoleGold,BlackHoleGold,GOLD,5,,,,,,,,25000,TID_TRUE_GOLD_TARA_SKIN,TID_TRUE_GOLD_TARA_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,tara_gold_tex.pvr,tara_gold_tex.pvr,tara_gold_tex.pvr,tara_gold_tex.pvr,
BlackHoleSilver,BlackHoleSilver,SILVER,5,,,,,,,,10000,TID_TRUE_SILVER_TARA_SKIN,TID_TRUE_SILVER_TARA_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,tara_silver_tex.pvr,tara_silver_tex.pvr,tara_silver_tex.pvr,tara_silver_tex.pvr,
RuffsDefault,RuffsDefault,,5,,,,,,,,,,,,,,ruffs_tex.pvr,ruffs_tex.pvr,ruffs_tex.pvr,ruffs_tex.pvr,
BullDudeOx,BullDudeOx,LNY_2021,5,4,,,,,,149,,TID_SPACE_OX_BULL_SKIN,TID_SPACE_OX_BULL_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX,VOICE",,,bull_ox_tex.pvr,bull_ox_tex.pvr,bull_ox_tex.pvr,bull_ox_tex.pvr,
CactusLord,CactusLord,LNY_2021,5,4,,,,,,149,,TID_DARK_LORD_SPIKE_SKIN,TID_DARK_LORD_SPIKE_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,spike_lord_tex.pvr,spike_lord_tex.pvr,spike_lord_tex.pvr,spike_lord_tex.pvr,
BarrelBotLaser,BarrelBotLaser,BRAWLPASS,5,3,,,,,,79,,TID_D4R-RY1_SKIN,TID_D4R-RY1_SKIN_SHOP,"MODEL,TEXTURE,VFX",,,darryl_droid_tex.pvr,darryl_droid_tex.pvr,darryl_droid_tex.pvr,darryl_droid_tex.pvr,
RollerDefault,RollerDefault,,5,,,,,,,,,TID_CHALLENGER_COLT_SKIN,TID_CHALLENGER_COLT_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,stu_tex.pvr,stu_tex.pvr,stu_tex.pvr,stu_tex.pvr,
IceDudeCrooner,IceDudeCrooner,,5,,,,,,,79,,TID_SMOOTH_LOU_SKIN,TID_SMOOTH_LOU_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,lou_crooner_tex.pvr,lou_crooner_tex.pvr,lou_crooner_tex.pvr,lou_crooner_tex.pvr,
